input_kelas,kelas,hari,mata_kuliah,waktu,ruang,dosen,berlaku_mulai
1ka01,1KA01,Selasa,Teknologi Kecerdasan Artifisial,,UGTV,TEAM TEACHING,07 Jul 2025
1ka01,1KA01,Rabu,Matematika Dasar 2A,1/2,D656,DODDY ARI SURYANTO,07 Jul 2025
1ka01,1KA01,Rabu,Teori Organisasi Umum,3/4,D656,ANGGA PUTRI EKANOVA,07 Jul 2025
1ka01,1KA01,Rabu,Algoritma & Pemrograman 2A *,5/6,D656,TRI SULISTYORINI,07 Jul 2025
1ka01,1KA01,Rabu,Struktur & Organisasi Data *,8/9/10,D662,NUR PUTRI AGUSTIYANI,07 Jul 2025
1ka01,1KA01,Kamis,Pendidikan Agama Islam,1/2,E328,NUR MUNIR,07 Jul 2025
1ka01,1KA01,Kamis,Algoritma & Pemrograman 2C *,3/4,E328,ANNISA RAHMASYHARI,07 Jul 2025
1ka01,1KA01,Kamis,Algoritma & Pemrograman 2B *,6/7,E348,WITARI ARYUNANI,07 Jul 2025
1ka01,1KA01,Jum'at,Matematika Dasar 2B,1/2,G128,SUSI INDRATI,07 Jul 2025
1ka01,1KA01,Jum'at,Pendidikan Kewarganegaraan,3/4,G128,NUR PUTRI ERDIANTI,07 Jul 2025
1ka01,1KA01,Jum'at,Bahasa Indonesia,7/8,G128,JONO SAROYO,07 Jul 2025
1ka01,1KA01,Sabtu,Praktikum Teknologi Kecerdasan Artifisial,1/2,,TIM DOSEN,07 Jul 2025
1ka02,1KA02,Senin,Bahasa Indonesia,1/2,E315,ARI WIJAYA BASUKI RAHARJO,07 Jul 2025
1ka02,1KA02,Senin,Struktur & Organisasi Data *,5/6/7,E245,SARI NOORLIMA YANTI,07 Jul 2025
1ka02,1KA02,Senin,Pendidikan Agama Islam,8/9,E245,ABDUL ROHMAN,07 Jul 2025
1ka02,1KA02,Selasa,Teknologi Kecerdasan Artifisial,,UGTV,TEAM TEACHING,07 Jul 2025
1ka02,1KA02,Rabu,Matematika Dasar 2B,1/2,D663,JAMILAH,07 Jul 2025
1ka02,1KA02,Rabu,Algoritma & Pemrograman 2A *,3/4,D663,TRI SULISTYORINI,07 Jul 2025
1ka02,1KA02,Rabu,Algoritma & Pemrograman 2B *,5/6,D663,PURWANTI,07 Jul 2025
1ka02,1KA02,Rabu,Matematika Dasar 2A,8/9,D663,MUHAMMAD MOLDYNNIZ MUTIARA,07 Jul 2025
1ka02,1KA02,Jum'at,Algoritma & Pemrograman 2C *,1/2,G422,IDA ASTUTI,07 Jul 2025
1ka02,1KA02,Jum'at,Teori Organisasi Umum,3/4,G422,DYAH ESTHI PERWITASARI,07 Jul 2025
1ka02,1KA02,Jum'at,Pendidikan Kewarganegaraan,7/8,G422,MUHAMAD FARID MAHMUD,07 Jul 2025
1ka02,1KA02,Sabtu,Praktikum Teknologi Kecerdasan Artifisial,1/2,,TIM DOSEN,07 Jul 2025
1ka03,1KA03,Senin,Algoritma & Pemrograman 2C *,1/2,D653,IDA ASTUTI,07 Jul 2025
1ka03,1KA03,Senin,Struktur & Organisasi Data *,3/4/5,D653,NUR PUTRI AGUSTIYANI,07 Jul 2025
1ka03,1KA03,Senin,Bahasa Indonesia,6/7,D653,NURUL SAYEKTI,07 Jul 2025
1ka03,1KA03,Selasa,Teknologi Kecerdasan Artifisial,,UGTV,TEAM TEACHING,07 Jul 2025
1ka03,1KA03,Rabu,Matematika Dasar 2A,1/2,D655,NURICHWAN,07 Jul 2025
1ka03,1KA03,Rabu,Pendidikan Agama Islam,3/4,D655,ABDUL ROHMAN,07 Jul 2025
1ka03,1KA03,Rabu,Algoritma & Pemrograman 2A *,6/7,D657,RINA REFIANTI MUTIARA,07 Jul 2025
1ka03,1KA03,Rabu,Matematika Dasar 2B,8/9,D657,HARYONO PUTRO,07 Jul 2025
1ka03,1KA03,Jum'at,Teori Organisasi Umum,1/2,E523,ANGGA PUTRI EKANOVA,07 Jul 2025
1ka03,1KA03,Jum'at,Algoritma & Pemrograman 2B *,3/4,E523,RIZKI ARIYANI,07 Jul 2025
1ka03,1KA03,Jum'at,Pendidikan Kewarganegaraan,7/8,E227,UMI KULSUM,07 Jul 2025
1ka03,1KA03,Sabtu,Praktikum Teknologi Kecerdasan Artifisial,3/4,,TIM DOSEN,07 Jul 2025
1ka04,1KA04,Senin,Struktur & Organisasi Data *,1/2/3,E314,ASTIE DARMAYANTIE,07 Jul 2025
1ka04,1KA04,Senin,Teori Organisasi Umum,4/5,E336,EDY NURSANTA,07 Jul 2025
1ka04,1KA04,Senin,Bahasa Indonesia,7/8,E422,MARIA,07 Jul 2025
1ka04,1KA04,Selasa,Teknologi Kecerdasan Artifisial,,UGTV,TEAM TEACHING,07 Jul 2025
1ka04,1KA04,Rabu,Matematika Dasar 2A,1/2,E134,WIKE WEDYA LASTIN,07 Jul 2025
1ka04,1KA04,Rabu,Matematika Dasar 2B,5/6,E232,DIDIEK PRAMONO,07 Jul 2025
1ka04,1KA04,Rabu,Pendidikan Agama Islam,7/8,E232,ISMAIL AKBAR BRAHMA,07 Jul 2025
1ka04,1KA04,Rabu,Algoritma & Pemrograman 2B *,9/10,E232,PIPIT DEWI ARNESIA,07 Jul 2025
1ka04,1KA04,Jum'at,Praktikum Teknologi Kecerdasan Artifisial,1/2,,TIM DOSEN,07 Jul 2025
1ka04,1KA04,Sabtu,Pendidikan Kewarganegaraan,3/4,E217,ANDI NUR ALAM,07 Jul 2025
1ka04,1KA04,Sabtu,Algoritma & Pemrograman 2C *,5/6,E217,DONIE MARGAVIANTO NURROKHMAN,07 Jul 2025
1ka04,1KA04,Sabtu,Algoritma & Pemrograman 2A *,7/8,E217,DELTA AGUS WARDIANTO,07 Jul 2025
1ka05,1KA05,Senin,Pendidikan Agama Islam,1/2,E225,NUR MUNIR,07 Jul 2025
1ka05,1KA05,Senin,Bahasa Indonesia,3/4,E315,ARI WIJAYA BASUKI RAHARJO,07 Jul 2025
1ka05,1KA05,Senin,Struktur & Organisasi Data *,5/6/7,E315,ASTIE DARMAYANTIE,07 Jul 2025
1ka05,1KA05,Selasa,Teknologi Kecerdasan Artifisial,,UGTV,TEAM TEACHING,07 Jul 2025
1ka05,1KA05,Rabu,Matematika Dasar 2A,1/2,E423,DIDIEK PRAMONO,07 Jul 2025
1ka05,1KA05,Rabu,Algoritma & Pemrograman 2A *,3/4,E423,ELVINA,07 Jul 2025
1ka05,1KA05,Rabu,Matematika Dasar 2B,5/6,E423,RAVI AHMAD SALIM,07 Jul 2025
1ka05,1KA05,Rabu,Algoritma & Pemrograman 2B *,8/9,E134,FITHRI NURHAYATI,07 Jul 2025
1ka05,1KA05,Jum'at,Pendidikan Kewarganegaraan,3/4,G452,EDI FAKHRI,07 Jul 2025
1ka05,1KA05,Jum'at,Teori Organisasi Umum,7/8,G452,ANGGA PUTRI EKANOVA,07 Jul 2025
1ka05,1KA05,Jum'at,Algoritma & Pemrograman 2C *,9/10,G452,LELI SAFITRI,07 Jul 2025
1ka05,1KA05,Sabtu,Praktikum Teknologi Kecerdasan Artifisial,3/4,,TIM DOSEN,07 Jul 2025
1ka06,1KA06,Senin,Pendidikan Kewarganegaraan,3/4,E215,MUSANA,07 Jul 2025
1ka06,1KA06,Senin,Pendidikan Agama Islam,5/6,E215,MUHAMAD DARWIN NASUTION,07 Jul 2025
1ka06,1KA06,Senin,Struktur & Organisasi Data *,8/9/10,E221,FIVI SYUKRIAH,07 Jul 2025
1ka06,1KA06,Selasa,Teknologi Kecerdasan Artifisial,,UGTV,TEAM TEACHING,07 Jul 2025
1ka06,1KA06,Rabu,Algoritma & Pemrograman 2A *,1/2,D667,TRI SULISTYORINI,07 Jul 2025
1ka06,1KA06,Rabu,Algoritma & Pemrograman 2B *,3/4,D667,PURWANTI,07 Jul 2025
1ka06,1KA06,Rabu,Matematika Dasar 2A,6/7,D625,MUHAMMAD MOLDYNNIZ MUTIARA,07 Jul 2025
1ka06,1KA06,Rabu,Matematika Dasar 2B,8/9,D625,DYNA PRASETYA,07 Jul 2025
1ka06,1KA06,Jum'at,Praktikum Teknologi Kecerdasan Artifisial,1/2,,TIM DOSEN,07 Jul 2025
1ka06,1KA06,Sabtu,Bahasa Indonesia,3/4,E213,SUNARTI DESRIENY TAMBUNAN,07 Jul 2025
1ka06,1KA06,Sabtu,Algoritma & Pemrograman 2C *,7/8,E216,DONIE MARGAVIANTO NURROKHMAN,07 Jul 2025
1ka06,1KA06,Sabtu,Teori Organisasi Umum,9/10,E216,HEIDY HAPSARI,07 Jul 2025
1ka07,1KA07,Selasa,Teknologi Kecerdasan Artifisial,,UGTV,TEAM TEACHING,07 Jul 2025
1ka07,1KA07,Rabu,Algoritma & Pemrograman 2A *,1/2,E335,ELVINA,07 Jul 2025
1ka07,1KA07,Rabu,Matematika Dasar 2B,3/4,E133,MUHAMMAD MOLDYNNIZ MUTIARA,07 Jul 2025
1ka07,1KA07,Rabu,Matematika Dasar 2A,7/8,E321,RAVI AHMAD SALIM,07 Jul 2025
1ka07,1KA07,Rabu,Pendidikan Agama Islam,9/10,E321,ISMAIL AKBAR BRAHMA,07 Jul 2025
1ka07,1KA07,Kamis,Algoritma & Pemrograman 2C *,1/2,E343,ANNISA RAHMASYHARI,07 Jul 2025
1ka07,1KA07,Kamis,Algoritma & Pemrograman 2B *,4/5,E443,WITARI ARYUNANI,07 Jul 2025
1ka07,1KA07,Kamis,Struktur & Organisasi Data *,6/7/8,E443,ROSDIANA,07 Jul 2025
1ka07,1KA07,Jum'at,Bahasa Indonesia,1/2,E516,JONO SAROYO,07 Jul 2025
1ka07,1KA07,Jum'at,Teori Organisasi Umum,3/4,E516,KARTIKA SARI,07 Jul 2025
1ka07,1KA07,Jum'at,Pendidikan Kewarganegaraan,7/8,E515,RANDY,07 Jul 2025
1ka07,1KA07,Sabtu,Praktikum Teknologi Kecerdasan Artifisial,8/9,,TIM DOSEN,07 Jul 2025
1ka08,1KA08,Selasa,Teknologi Kecerdasan Artifisial,,UGTV,TEAM TEACHING,07 Jul 2025
1ka08,1KA08,Rabu,Algoritma & Pemrograman 2B *,1/2,D613,PURWANTI,07 Jul 2025
1ka08,1KA08,Rabu,Algoritma & Pemrograman 2A *,3/4,D613,RINA REFIANTI MUTIARA,07 Jul 2025
1ka08,1KA08,Rabu,Algoritma & Pemrograman 2C *,5/6,D613,OCTARINA BUDI LESTARI,07 Jul 2025
1ka08,1KA08,Rabu,Pendidikan Agama Islam,8/9,D633,ABDUL ROHMAN,07 Jul 2025
1ka08,1KA08,Kamis,Bahasa Indonesia,1/2,G221,ARI WIJAYA BASUKI RAHARJO,07 Jul 2025
1ka08,1KA08,Kamis,Struktur & Organisasi Data *,3/4/5,G221,ROSDIANA,07 Jul 2025
1ka08,1KA08,Kamis,Matematika Dasar 2A,7/8,G423,MUHAMMAD MOLDYNNIZ MUTIARA,07 Jul 2025
1ka08,1KA08,Jum'at,Matematika Dasar 2B,3/4,G113,SUSI INDRATI,07 Jul 2025
1ka08,1KA08,Jum'at,Pendidikan Kewarganegaraan,7/8,G244,EDI FAKHRI,07 Jul 2025
1ka08,1KA08,Jum'at,Teori Organisasi Umum,9/10,G244,SRI SETYA HANDAYANI,07 Jul 2025
1ka08,1KA08,Sabtu,Praktikum Teknologi Kecerdasan Artifisial,8/9,,TIM DOSEN,07 Jul 2025
1ka09,1KA09,Senin,Bahasa Indonesia,4/5,G444,NOVIA DIAH LESTARI,07 Jul 2025
1ka09,1KA09,Senin,Algoritma & Pemrograman 2C *,6/7,G444,OCTARINA BUDI LESTARI,07 Jul 2025
1ka09,1KA09,Senin,Struktur & Organisasi Data *,8/9/10,G444,IWAN,07 Jul 2025
1ka09,1KA09,Selasa,Teknologi Kecerdasan Artifisial,,UGTV,TEAM TEACHING,07 Jul 2025
1ka09,1KA09,Rabu,Pendidikan Agama Islam,1/2,D632,ABDUL ROHMAN,07 Jul 2025
1ka09,1KA09,Rabu,Pendidikan Kewarganegaraan,3/4,D632,ATI HARMONI,07 Jul 2025
1ka09,1KA09,Rabu,Algoritma & Pemrograman 2A *,5/6,D632,WAHYU SUPRIYATIN,07 Jul 2025
1ka09,1KA09,Rabu,Teori Organisasi Umum,8/9,D632,TITI NUGRAHENI,07 Jul 2025
1ka09,1KA09,Kamis,Algoritma & Pemrograman 2B *,1/2,G127,PURWANTI,07 Jul 2025
1ka09,1KA09,Kamis,Matematika Dasar 2A,3/4,G127,MUHAMMAD MOLDYNNIZ MUTIARA,07 Jul 2025
1ka09,1KA09,Kamis,Matematika Dasar 2B,5/6,G127,DYAN PRAWITA SARI,07 Jul 2025
1ka09,1KA09,Jum'at,Praktikum Teknologi Kecerdasan Artifisial,1/2,,TIM DOSEN,07 Jul 2025
1ka10,1KA10,Senin,Praktikum Teknologi Kecerdasan Artifisial,1/2,,TIM DOSEN,07 Jul 2025
1ka10,1KA10,Selasa,Teknologi Kecerdasan Artifisial,,UGTV,TEAM TEACHING,07 Jul 2025
1ka10,1KA10,Rabu,Algoritma & Pemrograman 2C *,3/4,D666,OCTARINA BUDI LESTARI,07 Jul 2025
1ka10,1KA10,Rabu,Struktur & Organisasi Data *,5/6/7,D666,SARI NOORLIMA YANTI,07 Jul 2025
1ka10,1KA10,Rabu,Matematika Dasar 2B,8/9,D666,DIDIEK PRAMONO,07 Jul 2025
1ka10,1KA10,Kamis,Pendidikan Agama Islam,1/2,E524,NOVIANTO,07 Jul 2025
1ka10,1KA10,Kamis,Algoritma & Pemrograman 2A *,3/4,E524,YUCE YULIANI,07 Jul 2025
1ka10,1KA10,Kamis,Algoritma & Pemrograman 2B *,6/7,E424,ETY SUTANTY,07 Jul 2025
1ka10,1KA10,Kamis,Matematika Dasar 2A,8/9,E424,CHRISTOFEL JAROT YUDAPUTRANTO,07 Jul 2025
1ka10,1KA10,Jum'at,Teori Organisasi Umum,3/4,E317,TITI NUGRAHENI,07 Jul 2025
1ka10,1KA10,Jum'at,Pendidikan Kewarganegaraan,7/8,E217,ERNI KARYATI,07 Jul 2025
1ka10,1KA10,Jum'at,Bahasa Indonesia,9/10,E217,LINDA RATNAWIASIH,07 Jul 2025
1ka11,1KA11,Senin,Teori Organisasi Umum,1/2,E312,TITI NUGRAHENI,07 Jul 2025
1ka11,1KA11,Senin,Bahasa Indonesia,3/4,E312,RITA SUTJIATI DJOHAN,07 Jul 2025
1ka11,1KA11,Senin,Pendidikan Kewarganegaraan,7/8,E522,MEI RAHARJA,07 Jul 2025
1ka11,1KA11,Senin,Algoritma & Pemrograman 2C *,9/10,E522,OKTAVIANI,07 Jul 2025
1ka11,1KA11,Selasa,Teknologi Kecerdasan Artifisial,,UGTV,TEAM TEACHING,07 Jul 2025
1ka11,1KA11,Rabu,Struktur & Organisasi Data *,3/4/5,D652,ITAR MINTARSIH,07 Jul 2025
1ka11,1KA11,Rabu,Matematika Dasar 2A,6/7,D652,VERONICA ERNITA KRISTIANTI,07 Jul 2025
1ka11,1KA11,Kamis,Algoritma & Pemrograman 2B *,1/2,G129,ETY SUTANTY,07 Jul 2025
1ka11,1KA11,Kamis,Pendidikan Agama Islam,3/4,G129,ABBAS MUHAMMAD BASALAMAH,07 Jul 2025
1ka11,1KA11,Kamis,Algoritma & Pemrograman 2A *,6/7,G136,YUCE YULIANI,07 Jul 2025
1ka11,1KA11,Kamis,Matematika Dasar 2B,8/9,G136,DIDIEK PRAMONO,07 Jul 2025
1ka11,1KA11,Jum'at,Praktikum Teknologi Kecerdasan Artifisial,1/2,,TIM DOSEN,07 Jul 2025
1ka12,1KA12,Senin,Pendidikan Kewarganegaraan,1/2,E318,MUSANA,07 Jul 2025
1ka12,1KA12,Senin,Pendidikan Agama Islam,3/4,E318,MUHAMAD DARWIN NASUTION,07 Jul 2025
1ka12,1KA12,Senin,Struktur & Organisasi Data *,5/6/7,E318,FIVI SYUKRIAH,07 Jul 2025
1ka12,1KA12,Selasa,Teknologi Kecerdasan Artifisial,,UGTV,TEAM TEACHING,07 Jul 2025
1ka12,1KA12,Kamis,Matematika Dasar 2B,1/2,D645,HARJANTO SUTEDJO,07 Jul 2025
1ka12,1KA12,Kamis,Matematika Dasar 2A,3/4,D645,RAVI AHMAD SALIM,07 Jul 2025
1ka12,1KA12,Kamis,Algoritma & Pemrograman 2B *,5/6,D645,IRA WINDARTI,07 Jul 2025
1ka12,1KA12,Kamis,Algoritma & Pemrograman 2A *,8/9,D645,OLGA DIDERIKA IRENA D,07 Jul 2025
1ka12,1KA12,Jum'at,Praktikum Teknologi Kecerdasan Artifisial,1/2,,TIM DOSEN,07 Jul 2025
1ka12,1KA12,Sabtu,Algoritma & Pemrograman 2C *,1/2,E316,DONIE MARGAVIANTO NURROKHMAN,07 Jul 2025
1ka12,1KA12,Sabtu,Bahasa Indonesia,3/4,E316,NOVIA DIAH LESTARI,07 Jul 2025
1ka12,1KA12,Sabtu,Teori Organisasi Umum,6/7,E227,HEIDY HAPSARI,07 Jul 2025
1ka13,1KA13,Senin,Struktur & Organisasi Data *,1/2/3,E335,ITAR MINTARSIH,07 Jul 2025
1ka13,1KA13,Senin,Teori Organisasi Umum,4/5,E335,SRI SETYA HANDAYANI,07 Jul 2025
1ka13,1KA13,Senin,Pendidikan Agama Islam,7/8,E335,MUHAMAD DARWIN NASUTION,07 Jul 2025
1ka13,1KA13,Senin,Bahasa Indonesia,9/10,E335,MARIA,07 Jul 2025
1ka13,1KA13,Selasa,Teknologi Kecerdasan Artifisial,,UGTV,TEAM TEACHING,07 Jul 2025
1ka13,1KA13,Kamis,Algoritma & Pemrograman 2B *,1/2,D654,SUNARKO,07 Jul 2025
1ka13,1KA13,Kamis,Matematika Dasar 2B,3/4,D654,HARJANTO SUTEDJO,07 Jul 2025
1ka13,1KA13,Kamis,Matematika Dasar 2A,5/6,D654,RAVI AHMAD SALIM,07 Jul 2025
1ka13,1KA13,Kamis,Algoritma & Pemrograman 2A *,8/9,D653,RINA REFIANTI MUTIARA,07 Jul 2025
1ka13,1KA13,Jum'at,Praktikum Teknologi Kecerdasan Artifisial,3/4,,TIM DOSEN,07 Jul 2025
1ka13,1KA13,Sabtu,Pendidikan Kewarganegaraan,1/2,E315,MEI RAHARJA,07 Jul 2025
1ka13,1KA13,Sabtu,Algoritma & Pemrograman 2C *,3/4,E315,DONIE MARGAVIANTO NURROKHMAN,07 Jul 2025
1ka14,1KA14,Senin,Pendidikan Kewarganegaraan,1/2,E317,NELTJE F KATUUK,07 Jul 2025
1ka14,1KA14,Senin,Teori Organisasi Umum,3/4,E325,KARTIKA SARI,07 Jul 2025
1ka14,1KA14,Senin,Bahasa Indonesia,5/6,E311,ARI WIJAYA BASUKI RAHARJO,07 Jul 2025
1ka14,1KA14,Senin,Algoritma & Pemrograman 2C *,8/9,E214,ELVINA,07 Jul 2025
1ka14,1KA14,Selasa,Teknologi Kecerdasan Artifisial,,UGTV,TEAM TEACHING,07 Jul 2025
1ka14,1KA14,Rabu,Matematika Dasar 2A,3/4,D626,NURICHWAN,07 Jul 2025
1ka14,1KA14,Rabu,Pendidikan Agama Islam,6/7,D644,ABDUL ROHMAN,07 Jul 2025
1ka14,1KA14,Rabu,Struktur & Organisasi Data *,8/9/10,D644,SARI NOORLIMA YANTI,07 Jul 2025
1ka14,1KA14,Kamis,Algoritma & Pemrograman 2B *,3/4,D646,SUNARKO,07 Jul 2025
1ka14,1KA14,Kamis,Algoritma & Pemrograman 2A *,5/6,D646,RINA REFIANTI MUTIARA,07 Jul 2025
1ka14,1KA14,Kamis,Matematika Dasar 2B,7/8,D646,HARJANTO SUTEDJO,07 Jul 2025
1ka14,1KA14,Jum'at,Praktikum Teknologi Kecerdasan Artifisial,3/4,,TIM DOSEN,07 Jul 2025
1ka15,1KA15,Senin,Praktikum Teknologi Kecerdasan Artifisial,3/4,,TIM DOSEN,07 Jul 2025
1ka15,1KA15,Selasa,Teknologi Kecerdasan Artifisial,,UGTV,TEAM TEACHING,07 Jul 2025
1ka15,1KA15,Kamis,Matematika Dasar 2A,1/2,D665,RAVI AHMAD SALIM,07 Jul 2025
1ka15,1KA15,Kamis,Algoritma & Pemrograman 2A *,3/4,D665,RINA REFIANTI MUTIARA,07 Jul 2025
1ka15,1KA15,Kamis,Matematika Dasar 2B,6/7,D665,ELSA OKTAVITRI,07 Jul 2025
1ka15,1KA15,Kamis,Algoritma & Pemrograman 2B *,8/9,D665,IRA WINDARTI,07 Jul 2025
1ka15,1KA15,Jum'at,Teori Organisasi Umum,3/4,D651,SRI SETYA HANDAYANI,07 Jul 2025
1ka15,1KA15,Jum'at,Struktur & Organisasi Data *,7/8/9,D641,RATIH NURDIYANI SARI,07 Jul 2025
1ka15,1KA15,Sabtu,Bahasa Indonesia,1/2,E242,SANGSANG SANGABAKTI,07 Jul 2025
1ka15,1KA15,Sabtu,Pendidikan Kewarganegaraan,3/4,E242,NORMANSHAH BANOWO,07 Jul 2025
1ka15,1KA15,Sabtu,Pendidikan Agama Islam,7/8,E213,BURHANUDDIN DJAMALUDDIN,07 Jul 2025
1ka15,1KA15,Sabtu,Algoritma & Pemrograman 2C *,9/10,E213,DONIE MARGAVIANTO NURROKHMAN,07 Jul 2025
1ka16,1KA16,Senin,Praktikum Teknologi Kecerdasan Artifisial,3/4,,TIM DOSEN,07 Jul 2025
1ka16,1KA16,Selasa,Teknologi Kecerdasan Artifisial,,UGTV,TEAM TEACHING,07 Jul 2025
1ka16,1KA16,Rabu,Algoritma & Pemrograman 2A *,1/2,E132,MASIMBANGAN SABARINA HARLINA/RIZKI A,07 Jul 2025
1ka16,1KA16,Rabu,Matematika Dasar 2A,3/4,E132,WIKE WEDYA LASTIN,07 Jul 2025
1ka16,1KA16,Rabu,Algoritma & Pemrograman 2C *,5/6,E132,DESY WULANDARI ASFARY PUTRI,07 Jul 2025
1ka16,1KA16,Rabu,Struktur & Organisasi Data *,8/9/10,E244,RATIH NURDIYANI SARI,07 Jul 2025
1ka16,1KA16,Kamis,Algoritma & Pemrograman 2B *,3/4,G442,ETY SUTANTY,07 Jul 2025
1ka16,1KA16,Kamis,Matematika Dasar 2B,5/6,G442,DIDIEK PRAMONO,07 Jul 2025
1ka16,1KA16,Kamis,Pendidikan Agama Islam,8/9,G347,NOVIANTO,07 Jul 2025
1ka16,1KA16,Jum'at,Pendidikan Kewarganegaraan,1/2,E524,UMI KULSUM,07 Jul 2025
1ka16,1KA16,Jum'at,Teori Organisasi Umum,3/4,E524,ANGGA PUTRI EKANOVA,07 Jul 2025
1ka16,1KA16,Jum'at,Bahasa Indonesia,7/8,E243,LINDA RATNAWIASIH,07 Jul 2025
1ka17,1KA17,Senin,Praktikum Teknologi Kecerdasan Artifisial,6/7,,TIM DOSEN,07 Jul 2025
1ka17,1KA17,Selasa,Teknologi Kecerdasan Artifisial,,UGTV,TEAM TEACHING,07 Jul 2025
1ka17,1KA17,Rabu,Struktur & Organisasi Data *,3/4/5,G343,DETTY PURNAMASARI,07 Jul 2025
1ka17,1KA17,Rabu,Teori Organisasi Umum,6/7,G343,SRI SETYA HANDAYANI,07 Jul 2025
1ka17,1KA17,Kamis,Algoritma & Pemrograman 2B *,1/2,G423,DIANA IKASARI,07 Jul 2025
1ka17,1KA17,Kamis,Matematika Dasar 2B,3/4,G423,DYAN PRAWITA SARI,07 Jul 2025
1ka17,1KA17,Kamis,Algoritma & Pemrograman 2A *,7/8,G215,FITRI SJAFRINA,07 Jul 2025
1ka17,1KA17,Kamis,Matematika Dasar 2A,9/10,G215,DESY KRISTYAWATI,07 Jul 2025
1ka17,1KA17,Jum'at,Algoritma & Pemrograman 2C *,1/2,G224,LELI SAFITRI,07 Jul 2025
1ka17,1KA17,Jum'at,Pendidikan Kewarganegaraan,3/4,G224,MARTI RIASTUTI,07 Jul 2025
1ka17,1KA17,Jum'at,Bahasa Indonesia,7/8,G122,TRI BUDIARTA,07 Jul 2025
1ka17,1KA17,Jum'at,Pendidikan Agama Islam,9/10,G122,MU'MINATUS FITRIATI FIRDAUS,07 Jul 2025
1ka18,1KA18,Senin,Praktikum Teknologi Kecerdasan Artifisial,6/7,,TIM DOSEN,07 Jul 2025
1ka18,1KA18,Selasa,Teknologi Kecerdasan Artifisial,,UGTV,TEAM TEACHING,07 Jul 2025
1ka18,1KA18,Rabu,Matematika Dasar 2B,3/4,D645,EGA JULIA FAJARSARI,07 Jul 2025
1ka18,1KA18,Rabu,Algoritma & Pemrograman 2B *,7/8,D637,PURWANTI,07 Jul 2025
1ka18,1KA18,Rabu,Algoritma & Pemrograman 2A *,9/10,D637,ERLINA,07 Jul 2025
1ka18,1KA18,Kamis,Bahasa Indonesia,3/4,G116,ARI WIJAYA BASUKI RAHARJO,07 Jul 2025
1ka18,1KA18,Kamis,Pendidikan Agama Islam,6/7,G137,NOVIANTO,07 Jul 2025
1ka18,1KA18,Jum'at,Algoritma & Pemrograman 2C *,3/4,G344,IDA ASTUTI,07 Jul 2025
1ka18,1KA18,Jum'at,Teori Organisasi Umum,7/8,G344,SRI SETYA HANDAYANI,07 Jul 2025
1ka18,1KA18,Jum'at,Pendidikan Kewarganegaraan,9/10,G344,MUHAMAD FARID MAHMUD,07 Jul 2025
1ka18,1KA18,Sabtu,Matematika Dasar 2A,1/2,G224,NURYANTO1,07 Jul 2025
1ka18,1KA18,Sabtu,Struktur & Organisasi Data *,4/5/6,G224,ARUM TRI ISWARI PURWANTI,07 Jul 2025
1ka19,1KA19,Senin,Pendidikan Agama Islam,1/2,G227,MULYADI,07 Jul 2025
1ka19,1KA19,Senin,Pendidikan Kewarganegaraan,3/4,G227,ATI HARMONI,07 Jul 2025
1ka19,1KA19,Senin,Struktur & Organisasi Data *,5/6/7,G227,IWAN,07 Jul 2025
1ka19,1KA19,Senin,Algoritma & Pemrograman 2C *,9/10,G122,OCTARINA BUDI LESTARI,07 Jul 2025
1ka19,1KA19,Selasa,Teknologi Kecerdasan Artifisial,,UGTV,TEAM TEACHING,07 Jul 2025
1ka19,1KA19,Selasa,Praktikum Teknologi Kecerdasan Artifisial,6/7,,TIM DOSEN,07 Jul 2025
1ka19,1KA19,Kamis,Matematika Dasar 2A,2/3,D613,WAHYU KUSUMA RAHARJA,07 Jul 2025
1ka19,1KA19,Kamis,Algoritma & Pemrograman 2A *,5/6,D641,OLGA DIDERIKA IRENA D,07 Jul 2025
1ka19,1KA19,Kamis,Algoritma & Pemrograman 2B *,7/8,D641,MUHAMMAD EDY SUPRIYADI,07 Jul 2025
1ka19,1KA19,Kamis,Matematika Dasar 2B,9/10,D641,ELSA OKTAVITRI,07 Jul 2025
1ka19,1KA19,Jum'at,Bahasa Indonesia,3/4,G129,JONO SAROYO,07 Jul 2025
1ka19,1KA19,Jum'at,Teori Organisasi Umum,7/8,G129,DYAH ESTHI PERWITASARI,07 Jul 2025
1ka20,1KA20,Senin,Struktur & Organisasi Data *,1/2/3,E245,SARI NOORLIMA YANTI,07 Jul 2025
1ka20,1KA20,Senin,Algoritma & Pemrograman 2C *,5/6,E223,ELVINA,07 Jul 2025
1ka20,1KA20,Senin,Pendidikan Kewarganegaraan,9/10,E222,MEI RAHARJA,07 Jul 2025
1ka20,1KA20,Selasa,Teknologi Kecerdasan Artifisial,,UGTV,TEAM TEACHING,07 Jul 2025
1ka20,1KA20,Rabu,Teori Organisasi Umum,1/2,D662,ANGGA PUTRI EKANOVA,07 Jul 2025
1ka20,1KA20,Rabu,Matematika Dasar 2B,3/4,D662,ANY KURNIAWATY YAPIE,07 Jul 2025
1ka20,1KA20,Rabu,Algoritma & Pemrograman 2A *,7/8,D624,ERLINA,07 Jul 2025
1ka20,1KA20,Rabu,Algoritma & Pemrograman 2B *,9/10,D624,PURWANTI,07 Jul 2025
